ADDRESS,SALE PRICE,SALE DATE,AREA,STRATA/NON STRATA,MULTI-PROPERTY SALE (Y/N),PROPERTY NUMBER,DEALING NUMBER,EXTRACTION DATE
"12/53 COOK ROAD, CENTENNIAL PARK NSW 2021","395000","6 July 2012","0","STRATA","Yes (2)","2116798","AH196186","23 April 2017"
"92/53 COOK ROAD, CENTENNIAL PARK NSW 2021","395000","6 July 2012","0","STRATA","Yes (2)","2116888","AH196186","23 April 2017"
"32/53 COOK ROAD, CENTENNIAL PARK NSW 2021","425000","28 June 2012","0","STRATA","Yes (2)","2116816","AH155329","23 April 2017"
"82/53 COOK ROAD, CENTENNIAL PARK NSW 2021","425000","28 June 2012","0","STRATA","Yes (2)","2116878","AH155329","23 April 2017"
"45/53 COOK ROAD, CENTENNIAL PARK NSW 2021","285000","4 May 2012","0","STRATA","No","2116828","AH169384","23 April 2017"
"13/57 COOK ROAD, CENTENNIAL PARK NSW 2021","800000","26 July 2016","0","STRATA","No","2116918","AK796727","23 April 2017"
"20/57 COOK ROAD, CENTENNIAL PARK NSW 2021","800000","30 June 2016","0","STRATA","No","2116925","AK673731","23 April 2017"
"25/57 COOK ROAD, CENTENNIAL PARK NSW 2021","831500","13 May 2016","0","STRATA","No","2116930","AK520616","23 April 2017"
"28/57 COOK ROAD, CENTENNIAL PARK NSW 2021","770000","16 July 2015","0","STRATA","No","2116933","AJ863133","23 April 2017"
"18/57 COOK ROAD, CENTENNIAL PARK NSW 2021","729000","21 March 2015","0","STRATA","No","2116923","AJ478661","23 April 2017"
"25/57 COOK ROAD, CENTENNIAL PARK NSW 2021","600000","1 December 2014","0","STRATA","No","2116930","AJ145160","23 April 2017"
"59/57 COOK ROAD, CENTENNIAL PARK NSW 2021","560522","25 August 2014","0","STRATA","No","2116965","AJ24745","23 April 2017"
"42/57 COOK ROAD, CENTENNIAL PARK NSW 2021","651000","10 July 2014","0","STRATA","No","2116947","AI879031","23 April 2017"
"58/57 COOK ROAD, CENTENNIAL PARK NSW 2021","639000","15 May 2014","0","STRATA","No","2116964","AI656876","23 April 2017"
"20/57 COOK ROAD, CENTENNIAL PARK NSW 2021","590000","20 February 2014","0","STRATA","No","2116925","AI561931","23 April 2017"
"49/57 COOK ROAD, CENTENNIAL PARK NSW 2021","735000","23 November 2013","0","STRATA","No","2116954","AI398221","23 April 2017"
"14/57 COOK ROAD, CENTENNIAL PARK NSW 2021","610000","13 September 2013","0","STRATA","No","2116919","AI245977","23 April 2017"
"28/57 COOK ROAD, CENTENNIAL PARK NSW 2021","587500","6 June 2013","0","STRATA","No","2116933","AH906111","23 April 2017"
"57/57 COOK ROAD, CENTENNIAL PARK NSW 2021","401000","30 April 2013","0","STRATA","No","2116962","AH755206","23 April 2017"
"36/57 COOK ROAD, CENTENNIAL PARK NSW 2021","575000","13 April 2013","0","STRATA","No","2116941","AH817536","23 April 2017"
"20/57 COOK ROAD, CENTENNIAL PARK NSW 2021","555000","30 November 2012","0","STRATA","No","2116925","AH608698","23 April 2017"
"17/57 COOK ROAD, CENTENNIAL PARK NSW 2021","590000","21 July 2012","0","STRATA","No","2116922","AH226920","23 April 2017"
"8/69 COOK ROAD, CENTENNIAL PARK NSW 2021","780500","7 December 2016","0","STRATA","No","2116976","AM165241","23 April 2017"
"11/69 COOK ROAD, CENTENNIAL PARK NSW 2021","635000","2 December 2016","0","STRATA","No","2116979","AM112573","23 April 2017"
"61/69 COOK ROAD, CENTENNIAL PARK NSW 2021","621000","4 July 2016","0","STRATA","No","2117028","AK699507","23 April 2017"
"63/69 COOK ROAD, CENTENNIAL PARK NSW 2021","725000","22 October 2015","0","STRATA","No","2117030","AK384760","23 April 2017"
"23/69 COOK ROAD, CENTENNIAL PARK NSW 2021","728000","4 August 2015","0","STRATA","No","2116991","AJ874459","23 April 2017"
"46/69 COOK ROAD, CENTENNIAL PARK NSW 2021","525000","31 January 2015","0","STRATA","No","2117013","AJ362901","23 April 2017"
"27/69 COOK ROAD, CENTENNIAL PARK NSW 2021","660000","2 July 2014","0","STRATA","No","2116994","AI814857","23 April 2017"
"15/69 COOK ROAD, CENTENNIAL PARK NSW 2021","610000","20 June 2014","0","STRATA","No","2116983","AI794071","23 April 2017"
"33/69 COOK ROAD, CENTENNIAL PARK NSW 2021","555000","13 May 2013","0","STRATA","No","2117000","AH831676","23 April 2017"
"58/77 COOK ROAD, CENTENNIAL PARK NSW 2021","775000","3 March 2017","0","STRATA","No","2117097","AM293389","23 April 2017"
"49/77 COOK ROAD, CENTENNIAL PARK NSW 2021","860000","18 January 2017","0","STRATA","No","2117088","AM187520","23 April 2017"
"38/77 COOK ROAD, CENTENNIAL PARK NSW 2021","670000","16 August 2016","0","STRATA","No","2117077","AK845591","23 April 2017"
"26/77 COOK ROAD, CENTENNIAL PARK NSW 2021","505000","30 January 2016","0","STRATA","No","2117065","AK318328","23 April 2017"
"18/77 COOK ROAD, CENTENNIAL PARK NSW 2021","738000","2 July 2015","0","STRATA","No","2117057","AJ752242","23 April 2017"
"43/77 COOK ROAD, CENTENNIAL PARK NSW 2021","700000","5 June 2015","0","STRATA","No","2117082","AJ718041","23 April 2017"
"10/77 COOK ROAD, CENTENNIAL PARK NSW 2021","675000","28 March 2015","0","STRATA","No","2117049","AJ499315","23 April 2017"
"40/77 COOK ROAD, CENTENNIAL PARK NSW 2021","535000","17 December 2014","0","STRATA","No","2117079","AJ230797","23 April 2017"
"35/77 COOK ROAD, CENTENNIAL PARK NSW 2021","650000","20 August 2014","0","STRATA","No","2117074","AI949731","23 April 2017"
"17/77 COOK ROAD, CENTENNIAL PARK NSW 2021","600000","22 May 2014","0","STRATA","No","2117056","AI688843","23 April 2017"
"56/77 COOK ROAD, CENTENNIAL PARK NSW 2021","300000","7 February 2014","0","STRATA","No","2117095","AI382589","23 April 2017"
